Id,Score,Col_1,Col_4,Col_6,Col_7,Col_9,Col_11,Col_12,Col_15,Col_17,Col_18,Col_19,Col_20,Col_23,Col_24,Col_27,Col_28,Col_29
30007,7,9,a,0,16,b,c,a,g,b,0,1,a,3,b,b,a,b
30008,4,18,a,4,8,b,c,f,b,f,6,7,a,1,b,b,a,b
30009,1,15,a,0,12,b,e,f,n,i,1,10,a,1,b,h,b,c
30010,1,13,b,0,1,b,d,b,r,i,1,3,b,1,b,h,a,b
30011,4,6,b,4,2,b,d,b,j,i,1,0,a,1,a,h,a,b
30012,4,7,b,2,4,b,c,a,b,a,3,1,a,1,b,b,a,b
30013,1,16,a,0,11,b,d,f,k,f,0,0,b,1,b,f,a,b
30014,4,22,a,0,12,b,c,c,i,c,0,2,b,1,b,j,e,b
30015,1,4,a,3,1,b,d,b,m,i,1,5,b,3,b,h,f,b
30016,1,20,a,1,11,b,d,c,k,f,0,0,b,1,b,f,a,b
30017,4,14,a,3,14,b,d,f,j,i,3,0,a,1,b,f,a,a
30018,1,13,a,3,6,b,c,a,i,a,0,0,a,1,b,a,a,b
30019,9,10,a,3,7,b,c,f,b,c,1,5,a,3,b,b,a,b
30020,1,17,a,6,11,b,c,b,i,a,1,0,b,1,b,j,a,b
30021,1,10,a,6,15,b,c,f,a,b,0,0,b,1,b,b,a,b
30022,1,16,a,1,8,b,c,a,b,c,1,1,b,3,b,j,a,b
30023,1,2,b,1,18,b,a,f,i,a,0,2,b,1,b,b,a,b
30024,1,0,a,0,12,b,d,f,r,f,1,0,a,1,b,f,a,b
30025,1,16,a,5,16,b,d,a,r,g,3,0,b,1,b,f,a,b
30026,2,18,a,6,12,d,d,a,k,f,0,8,a,1,b,f,a,b
30027,1,14,b,0,11,b,d,a,r,g,2,5,a,1,b,h,e,b
30028,1,17,a,4,9,b,c,e,a,c,2,0,a,1,a,j,a,b
30029,4,20,a,2,7,b,c,f,i,c,3,7,b,1,b,j,a,d
30030,4,17,a,0,14,b,c,f,a,c,0,3,a,1,b,b,a,b
30031,1,17,a,1,13,b,d,b,r,i,0,0,a,1,b,f,a,b
30032,4,16,a,2,5,b,c,f,e,b,0,0,b,3,b,b,a,b
30033,4,6,a,3,7,b,d,f,l,i,0,0,a,1,b,h,a,c
30034,2,16,a,5,5,b,d,a,r,f,3,0,b,1,b,f,a,b
30035,12,10,a,5,8,b,c,f,d,c,5,0,a,1,b,b,a,b
30036,4,21,a,5,13,b,e,f,k,i,1,0,b,1,b,f,a,b
30037,4,6,a,4,8,b,d,f,n,i,0,0,b,1,b,k,a,b
30038,1,9,a,6,4,b,a,a,b,a,1,6,a,1,b,b,a,b
30039,11,12,a,0,17,b,d,f,k,i,2,9,b,1,b,h,a,c
30040,4,21,b,4,18,b,d,h,k,i,3,0,b,1,b,h,a,b
30041,9,22,a,5,9,d,d,f,k,f,0,0,a,1,b,h,a,b
30042,4,7,a,4,2,b,c,d,b,a,1,5,b,4,b,j,b,b
30043,1,17,a,2,18,b,c,h,b,c,1,10,a,2,b,b,a,b
30044,8,18,b,3,1,b,c,h,i,a,1,0,a,1,b,j,a,b
30045,4,6,a,2,7,d,d,f,k,i,1,0,b,1,b,h,a,b
30046,7,11,a,4,10,b,c,f,i,f,1,0,b,1,c,j,b,b
30047,3,11,b,0,2,b,c,h,b,f,3,3,b,1,b,b,a,b
30048,1,1,a,0,11,b,d,c,j,i,1,5,a,1,b,g,e,b
30049,6,16,a,4,7,b,d,f,k,i,3,0,a,1,b,f,a,b
30050,1,12,a,2,4,b,c,f,a,a,3,2,b,1,b,c,a,b
30051,1,9,b,6,13,b,d,h,j,g,0,6,b,1,b,f,a,b
30052,4,15,a,3,8,b,c,a,b,b,0,0,b,3,d,b,a,b
30053,12,4,a,2,7,b,d,f,k,i,1,3,a,1,b,f,a,c
30054,2,18,a,1,6,b,c,f,a,a,1,11,a,3,b,c,a,b
30055,1,16,b,0,8,b,d,a,r,g,1,2,b,1,b,h,a,b
30056,1,7,a,2,6,d,c,f,b,a,3,5,a,1,b,b,a,b
30057,7,10,a,2,2,b,c,f,b,a,1,0,a,1,b,b,a,b
30058,1,5,b,3,7,b,c,f,e,b,2,2,a,1,b,j,a,b
30059,4,18,a,1,18,b,c,h,d,b,0,2,a,1,b,b,a,b
30060,4,5,a,3,4,b,a,b,b,a,2,0,b,1,b,b,a,b
30061,8,22,b,6,11,d,d,f,q,i,1,0,a,1,b,h,a,b
30062,4,19,a,1,14,d,c,c,d,f,1,0,b,1,b,b,a,b
30063,1,5,b,3,4,b,c,a,b,a,0,3,a,3,b,b,a,b
30064,4,22,a,4,12,b,c,f,i,f,0,0,a,1,b,j,a,b
30065,1,10,a,3,0,b,c,b,c,a,1,1,b,3,b,b,f,b
30066,1,6,a,1,7,b,c,f,i,c,1,0,a,1,b,b,a,b
30067,8,18,a,2,16,b,c,f,i,b,3,2,a,1,b,b,b,b
30068,4,17,a,0,14,b,d,a,k,g,0,6,a,3,b,f,a,b
30069,1,20,a,5,13,b,c,f,d,f,0,0,a,1,b,b,a,b
30070,4,16,a,4,7,b,c,f,e,f,1,0,a,1,b,b,a,a
30071,1,16,a,2,11,b,c,f,i,c,4,2,a,1,b,j,a,b
30072,7,15,a,4,1,b,c,g,c,a,4,6,b,1,b,b,a,b
30073,8,22,a,1,0,b,c,f,d,a,1,9,b,1,b,e,a,b
30074,5,4,a,3,8,b,c,f,i,b,1,3,b,1,b,b,a,c
30075,14,17,a,0,5,b,c,a,a,a,3,2,a,1,b,b,a,b
30076,1,14,a,1,2,b,c,f,e,c,1,6,a,2,b,b,a,b
30077,10,12,a,2,9,b,c,f,a,f,0,0,b,1,b,j,a,b
30078,1,19,a,2,6,b,d,e,m,i,0,0,a,1,b,f,a,b
30079,7,17,a,0,6,b,c,a,i,a,1,1,a,3,b,j,a,b
30080,7,16,a,2,17,b,d,f,n,f,0,0,a,1,b,h,a,b
30081,4,15,a,5,15,b,c,a,a,c,0,0,b,1,b,b,a,b
30082,5,13,a,1,14,b,d,d,r,i,1,1,a,1,b,f,b,b
30083,1,1,a,1,8,d,c,h,e,c,1,0,b,1,b,b,a,b
30084,7,17,a,6,17,b,c,c,i,a,2,3,a,1,b,b,a,b
30085,1,9,b,3,7,b,d,f,k,i,5,1,a,1,b,f,a,b
30086,11,20,b,4,18,b,c,f,i,c,2,10,b,1,b,j,a,a
30087,2,23,a,3,8,b,c,f,b,c,2,0,a,2,b,a,a,a
30088,5,11,a,1,11,b,d,h,k,g,2,4,b,1,b,f,a,b
30089,1,6,a,0,0,b,a,b,b,a,5,1,b,2,b,b,f,b
30090,2,23,a,3,10,b,c,f,a,c,1,0,a,1,b,j,a,b
30091,2,16,a,2,18,b,c,f,b,b,1,0,a,1,b,b,a,b
30092,4,20,a,0,0,d,c,b,d,b,1,0,a,2,c,j,a,b
30093,1,15,b,0,11,b,f,c,k,i,3,8,b,1,b,f,c,b
30094,2,13,b,4,5,b,c,a,b,a,1,2,b,3,b,b,a,b
30095,1,6,a,4,16,b,d,f,r,i,1,1,b,1,b,f,a,b
30096,6,20,b,1,6,b,c,f,i,a,0,0,a,1,b,j,a,b
30097,1,5,a,3,0,b,a,b,f,a,3,2,a,1,b,e,f,b
30098,1,21,a,3,12,b,d,f,k,f,1,0,b,1,b,f,a,b
30099,1,4,b,2,4,b,d,b,r,i,1,0,b,1,b,f,f,b
30100,1,20,a,1,13,b,d,f,k,i,1,5,a,3,b,f,a,b
30101,2,17,b,3,10,b,d,f,k,f,1,0,a,1,b,f,a,b
30102,5,17,a,3,0,b,a,b,b,b,1,0,a,1,b,b,f,b
30103,1,3,a,1,14,b,d,f,r,i,1,2,a,1,b,h,a,b
30104,1,11,a,0,3,b,d,f,k,i,2,0,a,2,b,h,a,b
30105,2,7,a,0,14,d,e,f,j,i,2,1,a,3,b,f,a,d
30106,2,4,a,2,3,b,c,h,b,a,3,3,a,3,b,j,a,b
30107,3,11,b,1,2,b,d,f,k,i,3,2,a,1,b,g,a,b
30108,7,7,a,4,17,b,c,f,b,c,3,0,a,1,b,b,a,c
30109,1,17,b,3,6,b,d,a,q,i,1,1,b,1,b,f,a,b
30110,4,2,a,1,1,b,c,b,b,a,0,0,a,1,b,b,f,b
30111,1,5,a,3,6,b,d,f,n,i,1,2,a,2,d,f,a,b
30112,1,7,a,0,14,b,c,b,a,c,3,0,b,3,b,b,a,b
30113,11,18,a,3,12,c,c,f,e,c,2,6,a,1,b,b,a,b
30114,1,19,a,1,13,b,c,f,i,c,1,9,a,2,d,b,a,b
30115,4,5,a,3,6,b,a,b,b,a,0,0,b,2,b,b,a,b
30116,1,4,a,3,5,b,d,a,l,i,2,3,a,1,b,f,a,d
30117,1,0,a,0,16,b,d,f,k,i,1,0,a,1,b,f,b,b
30118,4,19,a,1,5,b,d,f,r,i,3,6,b,1,b,f,a,b
30119,15,18,a,2,18,b,d,f,k,i,0,0,b,1,b,f,a,b
30120,4,0,b,0,5,b,d,a,r,i,0,0,a,1,b,h,a,b
30121,2,12,b,1,6,b,c,a,b,a,1,2,a,1,b,b,a,b
30122,1,17,a,3,0,b,c,b,b,a,1,3,a,1,b,j,a,b
30123,2,17,b,3,12,b,d,f,k,i,2,6,a,2,b,f,a,b
30124,3,16,b,1,14,b,d,f,r,i,3,0,a,1,b,h,a,b
30125,6,16,a,4,5,b,c,a,i,a,0,11,b,1,b,b,a,b
30126,4,14,a,4,7,b,d,f,r,i,0,10,a,1,b,f,a,c
30127,1,0,a,0,2,b,c,f,c,c,0,0,b,1,b,b,a,b
30128,1,9,a,4,15,b,d,a,r,f,5,0,a,1,b,h,a,b
30129,8,7,b,5,2,b,d,f,r,i,1,3,b,1,b,f,a,b
30130,7,11,a,4,1,b,d,f,k,i,1,8,a,1,d,f,a,b
30131,3,16,b,1,4,b,d,a,r,i,0,10,a,1,b,f,a,b
30132,1,17,a,2,13,b,c,f,i,c,1,9,a,1,b,b,a,b
30133,1,5,a,4,0,b,b,b,b,a,1,6,a,2,b,b,f,b
30134,6,14,a,1,5,b,c,a,i,a,1,10,b,1,b,a,a,b
30135,2,10,a,5,4,b,d,a,p,i,2,4,a,3,b,f,a,b
30136,25,16,a,2,17,b,d,f,n,i,1,11,b,1,d,f,a,c
30137,6,17,b,1,10,b,d,f,r,i,1,0,b,1,b,f,a,b
30138,3,17,a,3,17,b,c,c,i,c,0,3,a,1,b,b,a,b
30139,1,5,b,3,6,b,c,a,i,a,0,4,b,3,b,b,a,b
30140,1,0,a,0,4,b,d,b,k,f,2,0,b,1,b,f,f,b
30141,4,3,a,2,18,b,d,h,j,f,3,0,a,1,b,h,a,b
30142,1,20,a,2,18,b,c,f,b,b,0,0,a,1,b,j,a,b
30143,1,9,a,3,6,b,d,a,k,g,1,4,b,1,b,f,a,b
30144,1,16,a,2,11,b,d,c,r,i,1,6,a,1,b,f,a,b
30145,9,18,b,6,16,b,d,a,n,g,0,3,a,1,b,g,a,b
30146,5,17,a,3,5,b,d,a,n,i,3,7,b,3,b,h,a,b
30147,12,15,b,2,17,b,d,c,k,i,3,2,a,1,b,f,a,b
30148,1,15,a,3,14,b,d,b,k,f,1,0,a,2,b,f,a,c
30149,1,18,a,3,8,b,d,a,m,g,1,6,a,1,b,f,a,b
30150,2,16,b,3,13,b,c,c,b,c,3,0,b,1,b,b,a,b
30151,1,4,a,3,6,b,d,a,r,f,0,0,b,3,b,h,a,b
30152,1,8,a,5,11,b,c,a,a,c,1,6,b,1,b,j,a,b
30153,1,2,a,0,5,a,c,a,b,a,5,1,b,3,b,b,a,b
30154,1,14,a,1,3,b,c,a,b,a,2,8,a,1,b,b,a,b
30155,6,19,b,0,11,b,c,a,i,c,1,2,a,1,b,j,a,b
30156,7,22,a,2,1,b,c,f,a,a,2,1,a,2,c,b,a,b
30157,11,14,a,1,5,b,d,a,r,i,0,2,b,3,b,h,a,b
30158,1,15,b,4,2,d,c,f,b,b,2,5,b,1,b,b,a,b
30159,1,6,a,4,3,b,c,a,b,c,0,0,b,3,b,b,a,b
30160,1,3,a,2,11,b,c,f,e,c,2,0,a,1,b,j,a,b
30161,5,7,a,1,4,b,d,b,r,i,2,5,a,2,b,g,a,b
30162,1,16,b,2,16,b,c,a,b,a,0,8,b,2,b,b,a,b
30163,1,5,a,3,13,b,c,f,i,c,3,4,a,1,b,b,a,b
30164,1,13,a,4,7,b,c,f,i,c,2,10,a,1,b,j,h,b
30165,5,19,a,2,0,b,d,b,k,i,3,0,a,3,b,f,f,b
30166,1,17,a,3,8,b,d,a,r,i,2,7,b,1,b,k,a,b
30167,3,18,a,4,13,b,c,b,e,c,1,2,b,1,b,b,a,b
30168,1,21,a,0,18,b,f,f,r,i,0,0,a,1,b,f,a,b
30169,7,5,a,3,7,b,d,f,q,i,0,0,a,3,b,f,a,b
30170,8,17,a,1,7,b,d,f,k,f,0,0,a,2,b,k,a,b
30171,1,19,a,1,18,b,c,f,e,f,1,1,b,3,b,b,a,b
30172,2,15,b,4,8,b,c,f,b,f,4,4,a,1,b,b,a,b
30173,9,6,a,3,9,b,d,f,k,f,1,0,a,1,b,f,a,b
30174,1,11,b,7,1,b,e,b,r,i,2,0,a,1,b,h,f,b
30175,12,15,a,0,13,d,d,f,n,i,1,10,a,1,b,f,a,c
30176,11,18,a,2,6,b,d,g,j,f,1,0,b,2,b,h,a,d
30177,4,10,a,6,3,d,d,b,k,i,2,7,a,3,b,f,a,b
30178,1,12,a,2,7,b,c,a,i,c,3,2,b,1,b,b,a,b
30179,4,0,a,0,4,b,d,g,k,g,1,0,a,1,b,f,a,a
30180,7,3,a,0,15,b,c,f,i,b,1,2,a,3,b,j,a,b
30181,11,17,a,6,4,b,e,b,r,i,0,11,b,1,b,f,b,b
30182,1,17,a,1,0,b,c,f,g,b,2,1,b,1,b,j,a,b
30183,7,13,a,2,4,b,c,f,b,a,0,10,b,1,b,b,a,b
30184,1,10,a,0,8,b,c,h,b,f,3,7,b,1,b,b,a,b
30185,2,18,a,3,0,b,c,b,a,a,3,0,b,2,b,j,a,b
30186,5,4,a,0,13,b,d,a,k,g,2,10,a,1,b,h,a,b
30187,5,15,a,1,0,b,c,b,b,a,3,0,a,1,b,e,a,b
30188,11,22,a,5,11,b,c,e,i,c,1,10,a,3,b,j,a,b
30189,4,16,a,0,3,b,d,a,r,f,0,0,b,3,b,f,a,b
30190,4,23,a,2,12,b,c,a,i,f,0,0,a,1,b,j,e,b
30191,1,3,a,2,6,b,d,e,r,i,1,2,a,1,b,f,a,b
30192,1,11,a,2,4,b,d,g,k,g,0,2,a,1,b,f,a,b
30193,5,5,a,3,4,b,c,a,b,a,2,0,a,1,b,b,a,b
30194,1,8,a,1,2,b,c,f,b,c,2,0,b,1,b,b,a,a
30195,2,14,a,1,5,b,d,a,k,g,0,0,b,2,d,f,a,b
30196,14,4,b,3,8,b,c,f,d,c,3,3,a,1,b,j,a,b
30197,1,16,a,6,7,b,d,h,r,g,1,10,a,1,b,f,a,b
30198,6,18,b,0,7,b,a,h,d,f,1,0,b,1,b,b,a,b
30199,1,17,b,2,10,b,c,f,e,f,1,9,b,1,b,a,a,b
30200,1,0,a,0,11,b,d,f,r,f,0,0,a,1,b,f,a,b
30201,1,2,a,1,18,b,c,f,b,a,2,0,a,3,b,b,a,b
30202,3,18,a,4,0,b,c,b,a,a,1,4,a,1,b,j,a,b
30203,13,1,b,1,12,b,d,f,m,i,1,1,b,2,b,f,a,b
30204,10,15,a,1,14,b,d,f,k,i,4,0,a,1,b,f,b,b
30205,1,17,a,3,14,b,d,h,r,g,1,4,a,1,b,f,a,d
30206,3,17,a,3,4,b,d,f,k,i,1,10,a,1,b,f,a,b
30207,5,12,a,4,2,b,c,f,a,f,1,0,a,1,b,j,a,b
30208,1,14,a,3,7,b,a,f,b,f,1,0,a,1,b,b,a,b
30209,4,9,a,0,10,b,d,h,m,g,4,0,b,1,b,h,a,b
30210,4,11,a,1,7,b,d,f,j,i,1,5,a,1,b,f,a,b
30211,4,6,a,4,7,d,c,d,b,f,1,4,b,1,b,b,a,b
30212,4,6,a,0,3,b,c,e,i,a,2,0,a,3,b,b,a,b
30213,1,11,a,0,15,b,d,a,k,f,1,0,a,3,b,l,a,b
30214,1,14,b,2,10,b,c,f,i,a,1,2,b,1,b,j,a,b
30215,13,5,a,3,8,b,c,f,b,c,1,7,b,1,b,b,a,b
30216,8,14,a,4,16,b,c,f,i,b,1,0,b,3,b,a,a,b
30217,10,16,a,2,18,b,c,a,b,a,5,0,b,1,b,b,a,c
30218,2,0,a,0,8,b,d,f,r,f,2,0,a,3,b,f,a,b
30219,1,6,a,4,2,b,c,f,i,a,1,4,a,1,b,b,a,b
30220,1,22,a,0,12,b,c,f,d,c,1,0,a,2,b,a,a,b
30221,2,16,a,0,5,b,c,a,b,a,2,7,a,1,b,b,a,b
30222,1,16,a,1,16,b,d,a,r,f,0,0,b,3,b,f,a,d
30223,3,10,a,1,5,b,d,a,k,g,0,1,b,2,b,k,a,b
30224,1,23,a,0,9,c,d,h,r,i,2,0,a,2,b,g,a,b
30225,4,17,a,3,14,b,c,a,g,c,0,4,a,3,b,b,a,b
30226,7,0,a,0,16,d,d,c,r,f,1,0,b,1,b,f,a,b
30227,1,15,a,1,14,b,c,b,i,f,3,0,a,1,b,b,a,b
30228,1,5,a,3,1,b,b,d,b,b,1,1,b,1,b,b,a,b
30229,1,5,a,3,11,b,d,f,l,i,1,11,b,1,b,f,a,b
30230,2,17,a,3,8,b,d,a,m,f,2,1,a,2,b,f,a,b
30231,1,11,a,3,15,d,c,f,e,b,2,0,b,1,b,b,a,b
30232,7,12,a,4,14,b,d,f,r,i,1,3,a,1,b,h,a,b
30233,5,9,a,6,4,b,d,b,n,i,0,3,a,1,b,f,a,b
30234,1,17,a,1,6,b,c,a,g,a,1,0,a,2,b,b,a,a
30235,7,22,a,1,7,b,c,b,i,c,0,0,a,1,c,b,a,a
30236,10,18,a,3,7,b,d,a,k,i,3,0,a,3,b,f,a,b
30237,6,9,a,1,10,b,d,a,k,g,0,6,b,1,a,f,a,b
30238,10,16,a,6,1,c,d,f,k,i,0,3,a,1,b,g,a,b
30239,1,6,a,0,2,b,c,g,d,f,0,0,a,1,b,j,a,b
30240,15,11,a,2,17,b,d,a,k,g,3,1,b,1,b,f,a,b
30241,9,11,a,1,0,b,d,f,r,i,2,3,b,2,b,l,g,b
30242,8,16,a,4,17,b,e,a,r,g,1,0,a,1,b,f,a,b
30243,1,11,a,4,12,b,c,f,i,c,2,5,a,1,b,b,a,b
30244,1,14,b,4,13,b,c,h,a,b,3,0,a,3,b,b,a,b
30245,5,6,b,4,2,b,d,f,k,i,2,1,a,1,b,f,a,b
30246,4,10,a,0,18,b,d,f,r,i,1,8,a,1,b,f,a,c
30247,2,3,a,2,18,b,d,h,k,g,2,2,b,1,b,f,a,b
30248,1,17,b,5,13,b,c,f,i,c,1,3,b,2,b,b,a,b
30249,8,15,a,0,14,b,c,f,a,c,3,0,a,1,b,b,a,b
30250,7,16,a,2,7,c,d,f,j,i,0,0,a,1,b,f,a,b
30251,1,6,a,4,3,b,c,f,i,a,3,5,a,3,b,b,a,b
30252,2,19,a,0,1,b,c,f,a,c,2,1,b,3,b,j,a,b
30253,5,17,a,1,6,b,d,f,j,f,3,0,b,1,b,f,a,b
30254,5,16,a,5,18,b,c,a,b,a,1,0,b,1,b,b,a,b
30255,4,7,b,5,4,b,d,a,n,h,1,0,a,1,b,h,a,b
30256,1,19,a,4,11,b,c,f,i,a,3,0,b,1,b,j,a,b
30257,1,19,a,5,11,b,d,a,k,g,1,0,b,2,b,f,a,a
30258,2,15,a,3,1,b,a,b,b,a,2,0,a,1,d,b,a,b
30259,1,14,a,2,7,b,c,f,i,c,4,0,b,2,b,j,a,b
30260,1,18,a,2,10,b,c,f,i,c,1,0,b,1,b,j,a,b
30261,2,14,b,3,8,b,c,f,d,c,1,2,b,1,d,b,a,b
30262,8,21,a,3,18,b,d,f,k,i,1,6,a,1,b,f,a,b
30263,7,2,a,1,9,b,c,f,i,c,1,0,a,1,b,j,a,c
30264,1,14,b,1,4,b,c,a,b,a,1,0,b,1,b,b,a,b
30265,5,17,b,4,16,b,d,a,k,g,1,3,a,1,b,f,a,b
30266,5,13,b,1,4,b,d,a,r,i,0,0,b,3,b,f,a,b
30267,5,5,a,3,4,b,d,a,m,g,3,3,b,2,b,g,a,b
30268,3,17,b,2,12,b,d,f,r,i,3,3,b,1,b,l,a,b
30269,1,3,b,2,10,b,c,f,a,c,0,3,a,1,b,j,a,b
30270,10,19,a,4,12,b,c,a,a,b,0,0,a,3,b,a,e,b
30271,1,15,a,1,6,b,d,a,m,g,4,5,a,2,b,h,a,b
30272,6,18,a,1,7,b,d,f,p,f,0,0,a,1,b,f,a,b
30273,1,1,a,1,17,b,c,f,b,a,4,0,b,1,b,a,a,b
30274,1,19,a,1,10,b,d,f,k,i,6,3,a,1,b,h,a,b
30275,4,20,a,4,11,d,c,h,i,a,3,0,a,1,b,j,a,b
30276,7,15,a,4,13,b,c,f,e,c,3,1,a,1,b,j,a,b
30277,10,2,a,1,17,b,c,h,i,b,0,1,a,1,b,b,b,b
30278,1,14,a,3,10,b,c,f,i,c,1,10,b,1,b,j,a,b
30279,1,2,b,1,4,b,d,g,j,g,1,2,a,2,b,f,a,b
30280,10,0,a,0,1,b,c,b,b,a,1,0,b,3,a,b,f,b
30281,8,21,a,2,11,b,c,f,e,c,1,2,a,1,b,j,a,b
30282,6,16,a,6,0,b,c,b,i,a,1,0,a,3,b,e,a,b
30283,6,16,b,2,1,b,d,f,n,i,0,0,b,1,b,h,a,b
30284,7,19,a,2,7,b,c,h,i,b,1,7,a,1,b,j,a,b
30285,1,10,a,6,13,c,c,f,i,a,0,6,b,1,b,a,a,b
30286,1,18,a,2,0,b,d,b,r,i,1,0,a,1,b,f,a,b
30287,5,18,a,2,0,b,d,b,k,i,0,4,b,2,b,f,a,b
30288,1,17,a,1,5,a,d,c,k,i,0,2,b,3,b,f,a,b
30289,7,2,b,1,8,b,c,f,i,b,2,2,a,3,b,j,a,b
30290,1,1,b,1,4,b,d,a,r,g,1,1,a,3,b,f,a,b
30291,1,18,a,2,2,b,c,h,i,a,1,1,b,1,b,j,a,b
30292,7,3,a,2,11,b,d,f,k,i,0,4,a,1,b,l,a,b
30293,1,10,a,3,11,b,c,f,a,f,0,0,b,1,b,b,a,b
30294,23,19,a,4,11,b,d,f,k,f,3,0,a,1,b,h,a,b
30295,1,1,a,1,8,b,d,a,q,i,4,1,a,1,b,h,a,b
30296,2,8,b,1,14,b,c,c,a,c,1,3,a,2,b,b,a,b
30297,10,16,a,4,8,b,d,h,n,i,1,0,b,1,c,g,a,a
30298,4,9,a,5,17,b,d,f,r,f,1,11,b,1,b,f,a,b
30299,1,2,b,1,18,b,c,a,i,a,4,1,a,1,b,b,a,b
30300,4,14,a,1,6,b,d,a,n,g,1,8,a,1,b,l,a,b
30301,1,5,b,1,15,b,d,f,k,i,1,7,b,1,b,f,a,b
30302,1,20,a,3,18,b,d,f,r,i,1,10,a,3,b,h,a,b
30303,1,17,a,2,11,b,c,f,a,f,1,6,b,1,b,a,a,b
30304,9,7,a,1,11,b,d,f,k,i,1,1,a,1,b,f,a,b
30305,2,12,a,3,12,b,d,f,n,f,2,0,b,1,b,f,a,b
30306,4,6,a,4,8,b,d,c,k,i,1,2,a,1,b,f,h,b
30307,14,2,a,1,4,b,d,g,k,g,1,4,a,1,b,i,a,b
30308,1,22,a,3,7,b,d,f,n,i,0,2,a,1,b,h,a,b
30309,6,10,a,0,13,b,d,f,k,i,1,5,a,1,b,f,a,b
30310,3,14,a,1,3,b,c,f,i,a,0,1,a,3,b,b,a,b
30311,4,6,a,3,12,b,c,f,i,c,1,0,a,3,b,j,a,b
30312,1,12,a,3,12,b,d,c,k,i,0,0,b,1,b,f,a,b
30313,8,16,a,3,0,b,a,f,i,b,1,0,a,1,b,j,a,b
30314,1,18,a,0,5,b,c,h,i,a,0,0,a,3,b,b,a,b
30315,2,18,b,1,4,b,d,f,k,i,1,2,a,1,b,f,a,d
30316,4,13,a,1,13,b,e,a,r,g,1,1,b,2,b,f,a,b
30317,1,17,b,3,5,b,c,h,i,a,1,3,a,1,b,b,a,d
30318,1,12,b,1,3,b,d,f,j,i,1,0,a,1,b,h,a,a
30319,1,12,a,0,13,b,c,f,i,c,0,4,a,1,b,b,a,b
30320,1,2,b,1,4,b,e,f,r,i,0,1,a,1,b,f,a,b
30321,1,15,b,0,4,b,d,a,n,i,1,0,a,3,b,i,a,b
30322,1,6,a,3,10,b,c,f,i,c,2,4,a,1,b,j,a,b
30323,1,6,a,3,14,b,c,c,i,f,1,0,b,3,a,b,a,b
30324,1,4,a,3,5,b,d,c,k,i,4,3,b,3,b,f,a,b
30325,1,7,a,1,16,b,c,f,b,a,1,5,a,1,b,b,a,b
30326,2,17,a,2,13,a,d,f,k,i,0,11,a,1,b,f,a,b
30327,3,21,a,3,11,b,d,f,j,f,1,0,b,3,b,f,a,b
30328,1,18,a,4,12,b,d,f,r,f,1,0,b,1,b,g,a,b
30329,12,13,a,0,4,b,c,a,b,a,1,0,a,1,b,b,a,b
30330,8,15,a,2,4,b,c,c,g,a,1,1,a,1,b,d,c,b
30331,4,7,a,1,4,b,d,f,k,i,0,5,a,1,b,f,a,b
30332,3,17,b,4,4,b,e,a,n,g,1,3,a,1,b,h,c,b
30333,7,17,a,5,11,b,c,f,b,c,1,8,a,1,b,b,a,b
30334,1,12,a,2,12,b,c,b,i,f,0,0,b,1,b,b,a,d
30335,1,16,a,0,15,b,c,a,h,b,1,11,a,2,b,b,a,b
30336,4,7,a,3,1,b,c,b,a,a,1,3,b,2,b,b,f,b
30337,2,3,a,0,15,b,c,g,b,a,1,0,a,1,b,b,a,b
30338,1,12,a,3,17,b,c,f,b,f,2,0,a,1,b,b,a,c
30339,1,0,a,0,17,b,d,f,r,f,1,0,a,3,b,h,a,b
30340,2,4,a,3,5,b,d,f,n,i,1,3,a,1,d,i,a,b
30341,1,19,a,4,12,b,c,a,a,f,2,2,b,1,b,d,a,b
30342,4,16,a,5,11,b,c,b,a,c,3,6,a,1,b,j,a,b
30343,1,17,b,1,13,b,d,f,r,i,2,6,a,1,b,f,a,b
30344,1,2,a,1,16,b,d,f,k,f,2,0,b,1,b,f,a,b
30345,5,4,b,3,4,b,c,b,b,a,3,0,a,1,b,b,f,b
30346,2,7,b,1,10,b,c,f,i,c,2,2,a,2,b,j,a,b
30347,7,22,a,2,18,b,c,f,i,c,1,2,a,2,b,j,a,b
30348,1,5,a,3,16,b,d,a,k,g,3,0,b,3,a,i,a,b
30349,1,11,a,1,14,b,c,f,b,f,2,0,a,1,b,b,a,b
30350,8,18,a,0,18,b,c,a,i,c,0,3,b,1,b,b,a,b
30351,1,4,a,3,6,b,d,a,r,g,2,3,a,3,b,f,a,b
30352,7,18,a,1,4,b,d,a,q,f,1,1,a,2,b,f,a,b
30353,4,6,a,1,0,b,c,b,b,a,2,0,a,2,b,b,a,b
30354,2,6,a,0,5,b,d,h,r,g,1,2,a,2,b,h,a,b
30355,2,18,a,1,14,b,d,a,j,g,1,0,b,3,b,f,a,b
30356,4,16,b,0,12,b,c,f,i,c,1,3,a,2,b,b,a,d
30357,4,11,a,1,17,b,a,f,b,f,1,0,a,3,b,b,a,d
30358,1,4,a,2,16,d,e,f,n,i,1,3,a,1,b,h,a,b
30359,10,17,b,0,15,b,e,a,r,g,0,3,a,1,b,k,a,b
30360,1,13,b,3,9,b,c,f,a,c,1,0,a,1,b,b,a,b
30361,4,19,a,3,8,b,d,a,r,g,1,7,b,3,b,h,a,b
30362,4,0,a,0,8,d,c,f,i,f,3,0,a,3,c,j,a,b
